Year,index_nsa,"City, State",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies
,,,,,,,,
1983,56.6325,"Washington, DC",623000,11933,183,406,3646,7698
,,,,,,,,
1983,82.84,"Wichita, KS",287807,1385,26,161,664,534
,,,,,,,,
1984,67.135,"Albuquerque, NM",356366,3615,28,210,2162,1215
,,,,,,,,
1984,71.6575,"Atlanta, GA",442951,10525,135,632,5729,4029
,,,,,,,,
1984,88.5175,"Austin, TX",385237,1648,59,264,557,768
,,,,,,,,
1984,59.965,"Baltimore, MD",788604,15581,215,564,6800,8002
,,,,,,,,
1984,59.14,"Boston, MA",565192,10557,82,460,4476,5539
,,,,,,,,
1984,56.045,"Buffalo, NY",352015,3316,35,278,1617,1386
,,,,,,,,
1984,64.21,"Charlotte, NC",331992,4431,54,243,2990,1144
,,,,,,,,
1984,53.59,"Chicago, IL",3012524,60579,741,2883,28420,28535
,,,,,,,,
1984,62.955,"Cincinnati, OH",378800,3447,36,367,1712,1332
,,,,,,,,
1984,59.6975,"Cleveland, OH",556931,7332,156,733,2353,4090
,,,,,,,,
1984,61.6675,"Columbus, OH",568609,4352,62,394,1598,2298
,,,,,,,,
1984,100.7075,"Dallas, TX",987696,12110,294,1022,5953,4841
,,,,,,,,
1984,73.595,"Aurora, CO",191159,1822,13,95,1397,317
,,,,,,,,
1984,73.595,"Denver, CO",524171,4100,82,427,1910,1681
,,,,,,,,
1984,52.62,"Detroit, MI",1133647,26567,514,1519,6182,18352
,,,,,,,,
1984,98.03,"Arlington, TX",191475,765,13,93,459,200
,,,,,,,,
1984,74.12,"Fresno, CA",254649,1994,34,134,760,1066
,,,,,,,,
1984,41.2375,"Honolulu, HI",810772,1950,25,255,553,1117
,,,,,,,,
1984,103.0325,"Houston, TX",1805783,15155,473,1269,4256,9157
,,,,,,,,
1984,63.7325,"Indianapolis, IN",471622,4366,49,324,2151,1842
,,,,,,,,
1984,78.375,"Jacksonville, FL",582421,6228,103,587,3404,2134
,,,,,,,,
1984,58.6025,"Louisville, KY",,,,,,
,,,,,,,,
1984,67.295,"Memphis, TN",654666,9158,113,794,3488,4763
,,,,,,,,
1984,68.205,"Miami, FL",400646,10928,170,273,4780,5705
,,,,,,,,
1984,59.085,"Milwaukee, WI",632458,3456,44,292,1249,1871
,,,,,,,,
1984,70.1725,"Minneapolis, MN",370866,3883,27,392,1724,1740
,,,,,,,,
1984,65.585,"Nashville, TN",475744,3104,72,410,1184,1438
,,,,,,,,
1984,57.0125,"Newark, NJ",324961,8580,87,589,3244,4660
,,,,,,,,
1984,58.205,"Oakland, CA",358566,6388,115,426,2677,3170
,,,,,,,,
1984,73.125,"Omaha, NE",357790,2410,24,202,1654,530
,,,,,,,,
1984,79.97,"Orlando, FL",140541,2387,18,146,1421,802
,,,,,,,,
1984,57.655,"Philadelphia, PA",1667545,15599,263,937,5034,9365
,,,,,,,,
1984,82.555,"Mesa, AZ",181287,871,6,56,682,127
,,,,,,,,
1984,82.555,"Phoenix, AZ",870279,6372,101,525,3640,2106
,,,,,,,,
1984,63.24,"Pittsburgh, PA",415475,4564,47,224,1081,3212
,,,,,,,,
1984,51.69,"Portland, OR",367055,7408,34,370,3962,3042
,,,,,,,,
1984,64.175,"Raleigh, NC",158028,947,8,47,586,306
,,,,,,,,
1984,61.6925,"Sacramento, CA",300248,3252,45,248,1314,1645
,,,,,,,,
1984,50.67,"Seattle, WA",497598,5553,50,448,2669,2386
,,,,,,,,
1984,78.8475,"Tampa, FL",289355,5852,52,277,3680,1843
,,,,,,,,
1984,66.6675,"Tucson, AZ",372146,2959,25,282,1843,809
,,,,,,,,
1984,95.12,"Tulsa, OK",385394,2619,30,246,1439,904
,,,,,,,,
1984,59.485,"Washington, DC",623000,10725,175,366,4097,6087
,,,,,,,,
1984,83.65,"Wichita, KS",291555,1328,12,207,658,451
,,,,,,,,
1985,69.8125,"Albuquerque, NM",357051,4105,42,238,2578,1247
,,,,,,,,
1985,75.7325,"Atlanta, GA",436214,11610,145,683,5990,4792
,,,,,,,,
1985,96.6825,"Austin, TX",406469,2363,52,489,746,1076
,,,,,,,,
1985,63.2925,"Baltimore, MD",771097,15498,213,592,6922,7771
,,,,,,,,
1985,74.9125,"Boston, MA",573131,11887,87,532,5036,6232
,,,,,,,,
1985,59.25,"Buffalo, NY",339890,3411,31,291,1699,1390
,,,,,,,,
1985,68.13,"Charlotte, NC",335690,4575,56,226,3172,1121
,,,,,,,,
1985,56.125,"Chicago, IL",2998841,60011,666,3357,29096,26892
,,,,,,,,
1985,64.715,"Cincinnati, OH",370198,3275,45,360,1628,1242
,,,,,,,,
1985,61.5075,"Cleveland, OH",546126,6580,131,745,2205,3499
,,,,,,,,
1985,63.5675,"Columbus, OH",565682,4392,72,406,1770,2144
,,,,,,,,
1985,105.4775,"Dallas, TX",997467,14364,301,1149,6863,6051
,,,,,,,,
1985,73.6325,"Aurora, CO",198033,2250,10,89,1717,434
,,,,,,,,
1985,73.6325,"Denver, CO",513048,4252,72,418,1845,1917
,,,,,,,,
1985,54.63,"Detroit, MI",1090581,25904,635,1575,6925,16769
,,,,,,,,
1985,100.8425,"Arlington, TX",218931,1110,18,105,688,299
,,,,,,,,
1985,74.3525,"Fresno, CA",275125,2311,46,178,854,1233
,,,,,,,,
1985,43.2475,"Honolulu, HI",817083,1801,36,248,552,965
,,,,,,,,
1985,95.0475,"Houston, TX",1746375,16461,457,1711,4704,9589
,,,,,,,,
1985,65.9125,"Indianapolis, IN",471656,4622,59,346,2422,1795
,,,,,,,,
1985,82.4175,"Jacksonville, FL",601007,7301,90,705,3813,2693
,,,,,,,,
1985,60.8425,"Louisville, KY",,,,,,
,,,,,,,,
1985,76.1775,"Memphis, TN",654626,9738,122,903,3697,5016
,,,,,,,,
1985,67.685,"Miami, FL",385892,11186,131,284,5003,5768
,,,,,,,,
1985,60.2325,"Milwaukee, WI",621931,4056,68,390,1512,2086
,,,,,,,,
1985,71.9525,"Minneapolis, MN",361021,5135,29,419,2361,2326
,,,,,,,,
1985,70.2125,"Nashville, TN",481286,3376,81,348,1359,1588
,,,,,,,,
1985,66.6975,"Newark, NJ",316356,9736,117,594,3705,5320
,,,,,,,,
1985,62.0975,"Oakland, CA",362095,6703,95,531,2761,3316
,,,,,,,,
1985,74.67,"Omaha, NE",362883,2498,24,214,1669,591
,,,,,,,,
1985,82.215,"Orlando, FL",142025,2931,24,154,1851,902
,,,,,,,,
1985,62.455,"Philadelphia, PA",1640102,16209,273,1021,5534,9381
,,,,,,,,
1985,86.28,"Mesa, AZ",202450,1121,8,70,887,156
,,,,,,,,
1985,86.28,"Phoenix, AZ",890746,7521,89,635,4372,2425
,,,,,,,,
1985,64.3725,"Pittsburgh, PA",400969,4353,34,188,1115,3016
,,,,,,,,
1985,51.7775,"Portland, OR",367571,8634,43,469,4614,3508
,,,,,,,,
1985,71.04,"Raleigh, NC",171814,1035,13,57,658,307
,,,,,,,,
1985,64.345,"Sacramento, CA",312944,3681,39,209,1350,2083
,,,,,,,,
1985,52.405,"Seattle, WA",495190,6523,61,441,3178,2843
,,,,,,,,
1985,81.9125,"Tampa, FL",285280,6855,70,288,3840,2657
,,,,,,,,
1985,71.6475,"Tucson, AZ",381473,3713,32,297,2333,1051
,,,,,,,,
1985,93.0125,"Tulsa, OK",374875,2902,33,268,1805,796
,,,,,,,,
1985,63.3225,"Washington, DC",626000,10171,147,337,4457,5230
,,,,,,,,
1985,83.87,"Wichita, KS",284915,1672,26,249,698,699
,,,,,,,,
1986,72.9275,"Albuquerque, NM",364196,4292,49,247,2748,1248
,,,,,,,,
1986,81.295,"Atlanta, GA",445617,13162,186,681,6867,5428
,,,,,,,,
1986,98.0975,"Austin, TX",414220,2667,48,388,1107,1124
,,,,,,,,
1986,68.41,"Baltimore, MD",783542,15229,240,660,6340,7989
,,,,,,,,
1986,92.565,"Boston, MA",574107,12395,105,516,5549,6225
,,,,,,,,
1986,63.155,"Buffalo, NY",339685,3755,35,281,1906,1533
,,,,,,,,
1986,71.975,"Charlotte, NC",339767,5487,53,305,3675,1454
,,,,,,,,
1986,60.385,"Chicago, IL",3003105,68909,754,3708,33529,30918
,,,,,,,,
1986,67.985,"Cincinnati, OH",370482,3340,46,291,1787,1216
,,,,,,,,
1986,64.225,"Cleveland, OH",546544,7115,124,773,2520,3698
,,,,,,,,
1986,66.96,"Columbus, OH",566115,5148,78,550,2265,2255
,,,,,,,,
1986,108.3975,"Dallas, TX",1016488,19275,347,1255,8384,9289
,,,,,,,,
1986,74.7475,"Aurora, CO",200189,2868,11,120,2157,580
,,,,,,,,
1986,74.7475,"Denver, CO",518625,4650,91,424,2036,2099
,,,,,,,,
1986,59.585,"Detroit, MI",1096947,27277,648,1351,8857,16421
,,,,,,,,
1986,104.015,"Arlington, TX",223106,1450,22,120,790,518
,,,,,,,,
1986,77.0675,"Fresno, CA",281554,3426,53,241,1816,1316
,,,,,,,,
1986,45.42,"Honolulu, HI",823306,2076,46,241,737,1052
,,,,,,,,
1986,92.0775,"Houston, TX",1779677,20576,408,1524,7718,10926
,,,,,,,,
1986,69.345,"Indianapolis, IN",470591,4307,63,438,2235,1571
,,,,,,,,
1986,85.9,"Jacksonville, FL",616668,8003,119,618,4281,2985
,,,,,,,,
1986,64.165,"Louisville, KY",,,,,,
,,,,,,,,
1986,81.66,"Memphis, TN",660255,10477,161,919,3578,5819
,,,,,,,,
1986,70.2675,"Miami, FL",396374,11676,148,221,5540,5767
,,,,,,,,
1986,62.325,"Milwaukee, WI",623278,6135,83,444,3401,2207
,,,,,,,,
1986,75.1525,"Minneapolis, MN",362845,5959,44,492,2622,2801
,,,,,,,,
1986,75.8875,"Nashville, TN",470906,4218,93,410,1762,1953
,,,,,,,,
1986,81.645,"Newark, NJ",318801,10160,113,589,3994,5464
,,,,,,,,
1986,66.665,"Oakland, CA",370556,6985,129,538,2531,3787
,,,,,,,,
1986,76.775,"Omaha, NE",332368,2726,30,225,1844,627
,,,,,,,,
1986,85.68,"Orlando, FL",145882,3416,14,172,2001,1229
,,,,,,,,
1986,69.7075,"Philadelphia, PA",1645144,17207,343,1086,6131,9647
,,,,,,,,
1986,91.0725,"Mesa, AZ",210702,1208,11,117,841,239
,,,,,,,,
1986,91.0725,"Phoenix, AZ",927055,9238,122,567,5577,2972
,,,,,,,,
1986,67.4675,"Pittsburgh, PA",402204,4707,47,253,1154,3253
,,,,,,,,
1986,52.2125,"Portland, OR",368439,8804,46,438,4433,3887
,,,,,,,,
1986,76.48,"Raleigh, NC",173901,1163,16,76,732,339
,,,,,,,,
1986,67.5775,"Sacramento, CA",320256,4238,70,258,1696,2214
,,,,,,,,
1986,54.03,"Seattle, WA",501279,6790,50,443,3505,2792
,,,,,,,,
1986,86.4175,"Tampa, FL",293030,8147,79,375,4181,3512
,,,,,,,,
1986,75.185,"Tucson, AZ",397023,3644,41,251,2310,1042
,,,,,,,,
1986,92.7525,"Tulsa, OK",375335,3295,40,272,2125,858
,,,,,,,,
1986,68.3225,"Washington, DC",626000,9422,194,328,4181,4719
,,,,,,,,
1986,87.315,"Wichita, KS",286163,1531,23,261,661,586
,,,,,,,,
1987,75.43,"Albuquerque, NM",371756,3845,48,211,2599,987
,,,,,,,,
1987,86.005,"Atlanta, GA",429953,12893,207,636,6950,5100
,,,,,,,,
1987,88.4675,"Austin, TX",469542,2313,39,284,1005,985
,,,,,,,,
1987,76.505,"Baltimore, MD",764893,14295,226,595,6008,7466
,,,,,,,,
1987,106.47,"Boston, MA",575882,11954,76,550,5920,5408
,,,,,,,,
1987,70.9225,"Buffalo, NY",325787,3555,35,268,1700,1552
,,,,,,,,
1987,77.82,"Charlotte, NC",356596,5992,52,308,4146,1486
,,,,,,,,
1987,67.5375,"Chicago, IL",3018338,68368,689,3692,34172,29815
,,,,,,,,
1987,73.16,"Cincinnati, OH",371585,3167,69,344,1571,1183
,,,,,,,,
1987,69.265,"Cleveland, OH",548171,6964,145,750,2528,3541
,,,,,,,,
1987,71.6425,"Columbus, OH",567800,5381,85,534,1898,2864
,,,,,,,,
1987,103.31,"Dallas, TX",1009947,20086,323,1260,9412,9091
,,,,,,,,
1987,73.035,"Aurora, CO",219945,2700,20,118,2038,524
,,,,,,,,
1987,73.035,"Denver, CO",509529,3841,79,401,1749,1612
,,,,,,,,
1987,67.395,"Detroit, MI",1091523,27778,686,1417,10582,15093
,,,,,,,,
1987,101.3575,"Arlington, TX",251372,1412,18,92,791,511
,,,,,,,,
1987,78.815,"Fresno, CA",291855,3373,33,196,2048,1096
,,,,,,,,
1987,49.4375,"Honolulu, HI",832614,2258,36,322,915,985
,,,,,,,,
1987,84.995,"Houston, TX",1739999,18971,323,1172,7784,9692
,,,,,,,,
1987,74.27,"Indianapolis, IN",478693,4543,57,432,2720,1334
,,,,,,,,
1987,88.53,"Jacksonville, FL",629887,9577,147,609,4945,3876
,,,,,,,,
1987,68.015,"Louisville, KY",,,,,,
,,,,,,,,
1987,85.76,"Memphis, TN",659720,8833,143,831,3163,4696
,,,,,,,,
1987,72.25,"Miami, FL",385089,11309,128,202,5385,5594
,,,,,,,,
1987,65.25,"Milwaukee, WI",607885,6008,92,437,3495,1984
,,,,,,,,
1987,79.2975,"Minneapolis, MN",359371,5538,38,520,2114,2866
,,,,,,,,
1987,81.7225,"Nashville, TN",487097,5253,99,509,2295,2350
,,,,,,,,
1987,100.48,"Newark, NJ",318402,8926,81,577,4038,4230
,,,,,,,,
1987,73.0725,"Oakland, CA",365983,6485,114,538,2657,3176
,,,,,,,,
1987,77.3175,"Omaha, NE",374934,2536,28,189,1749,570
,,,,,,,,
1987,87.4525,"Orlando, FL",150250,3411,27,181,2174,1029
,,,,,,,,
1987,81.2025,"Philadelphia, PA",1649364,17398,338,1102,6656,9302
,,,,,,,,
1987,92.2675,"Mesa, AZ",262428,1293,9,96,966,222
,,,,,,,,
1987,92.2675,"Phoenix, AZ",933177,8181,111,503,5280,2287
,,,,,,,,
1987,71.5625,"Pittsburgh, PA",389015,4318,37,263,1184,2834
,,,,,,,,
1987,52.84,"Portland, OR",390845,8763,66,407,4623,3667
,,,,,,,,
1987,78.59,"Raleigh, NC",182750,1124,15,78,647,384
,,,,,,,,
1987,72.235,"Sacramento, CA",331728,3836,78,241,1676,1841
,,,,,,,,
1987,56.7225,"Seattle, WA",494426,7096,54,465,3618,2959
,,,,,,,,
1987,89.09,"Tampa, FL",285856,8899,61,297,5114,3427
,,,,,,,,
1987,77.2525,"Tucson, AZ",374546,3523,23,281,2308,911
,,,,,,,,
1987,88.5,"Tulsa, OK",369961,3129,35,234,1786,1074
,,,,,,,,
1987,77.58,"Washington, DC",622000,10016,225,245,5084,4462
,,,,,,,,
1987,87.97,"Wichita, KS",290702,1566,24,240,711,591
,,,,,,,,
1988,75.2175,"Albuquerque, NM",378176,4275,49,190,3108,928
,,,,,,,,
1988,89.4425,"Atlanta, GA",444995,15911,217,721,9001,5972
,,,,,,,,
1988,80.395,"Austin, TX",467423,2508,43,247,1200,1018
,,,,,,,,
1988,84.5425,"Baltimore, MD",763880,14721,234,517,6574,7396
,,,,,,,,
1988,111.6625,"Boston, MA",579921,12175,93,558,6291,5233
,,,,,,,,
1988,78.77,"Buffalo, NY",323714,4271,43,296,2158,1774
,,,,,,,,
1988,82.6775,"Charlotte, NC",370492,6815,46,315,4521,1933
,,,,,,,,
1988,74.67,"Chicago, IL",2994100,69318,660,3695,35988,28975
,,,,,,,,
1988,77.975,"Cincinnati, OH",377783,3199,47,296,1645,1211
,,,,,,,,
1988,72.665,"Cleveland, OH",544515,7333,137,844,2557,3795
,,,,,,,,
1988,76.67,"Columbus, OH",588428,5802,69,594,2111,3028
,,,,,,,,
1988,97.115,"Dallas, TX",1017818,21135,366,1306,9816,9647
,,,,,,,,
1988,71.0575,"Aurora, CO",219404,2625,15,127,2021,462
,,,,,,,,
1988,71.0575,"Denver, CO",500555,3634,69,370,1802,1393
,,,,,,,,
1988,73.1325,"Detroit, MI",1086714,25805,629,1447,10751,12978
,,,,,,,,
1988,95.4025,"Arlington, TX",251712,1388,13,110,697,568
,,,,,,,,
1988,80.39,"Fresno, CA",294695,3997,39,231,2334,1393
,,,,,,,,
1988,58.245,"Honolulu, HI",838656,2186,28,283,1042,833
,,,,,,,,
1988,84.2075,"Houston, TX",1725421,19817,440,1206,8122,10049
,,,,,,,,
1988,78.97,"Indianapolis, IN",483187,5635,79,422,3670,1464
,,,,,,,,
1988,90.51,"Jacksonville, FL",645024,,187,573,,4299
,,,,,,,,
1988,72.535,"Louisville, KY",,,,,,
,,,,,,,,
1988,87.9175,"Memphis, TN",668935,8914,174,863,3415,4462
,,,,,,,,
1988,76.945,"Miami, FL",389720,12961,146,411,6006,6398
,,,,,,,,
1988,69.2725,"Milwaukee, WI",611140,5037,81,400,2445,2111
,,,,,,,,
1988,82.16,"Minneapolis, MN",364745,5500,55,460,2420,2565
,,,,,,,,
1988,83.4925,"Nashville, TN",502759,5290,79,464,2793,1954
,,,,,,,,
1988,107.5375,"Newark, NJ",319191,9733,115,522,4672,4424
,,,,,,,,
1988,82.86,"Oakland, CA",367782,6049,112,498,2298,3141
,,,,,,,,
1988,77.9325,"Omaha, NE",377958,2774,28,216,1820,710
,,,,,,,,
1988,90.1825,"Orlando, FL",155673,3587,28,289,2041,1229
,,,,,,,,
1988,93.275,"Philadelphia, PA",1657285,17082,374,912,6938,8858
,,,,,,,,
1988,91.7525,"Mesa, AZ",267642,1396,11,119,1005,261
,,,,,,,,
1988,91.7525,"Phoenix, AZ",951717,8477,106,445,5408,2518
,,,,,,,,
1988,75.1825,"Pittsburgh, PA",387190,4118,19,234,1328,2537
,,,,,,,,
1988,54.29,"Portland, OR",387659,8686,45,372,4637,3632
,,,,,,,,
1988,80.1925,"Raleigh, NC",188308,1177,11,65,766,335
,,,,,,,,
1988,78.225,"Sacramento, CA",340483,3582,68,188,1714,1612
,,,,,,,,
1988,60.74,"Seattle, WA",505380,6879,56,439,3675,2709
,,,,,,,,
1988,91.535,"Tampa, FL",293732,,,,,
,,,,,,,,
1988,78.53,"Tucson, AZ",383174,3527,31,281,2447,768
,,,,,,,,
1988,84.8575,"Tulsa, OK",373602,3462,35,260,2159,1008
,,,,,,,,
1988,90.1,"Washington, DC",620000,11913,369,165,5690,5689
,,,,,,,,
1988,86.55,"Wichita, KS",292733,1655,15,238,774,628
,,,,,,,,
1989,75.98,"Albuquerque, NM",384801,4696,41,178,3445,1032
,,,,,,,,
1989,91.2525,"Atlanta, GA",426482,16852,246,691,9119,6796
,,,,,,,,
1989,73.47,"Austin, TX",468907,2605,31,235,1320,1019
,,,,,,,,
1989,91.1225,"Baltimore, MD",763138,15618,262,541,6849,7966
,,,,,,,,
1989,111.895,"Boston, MA",580095,12919,99,483,6471,5866
,,,,,,,,
1989,86.47,"Buffalo, NY",314284,4479,37,268,2345,1829
,,,,,,,,
1989,86.51,"Charlotte, NC",372612,7640,73,325,4873,2369
,,,,,,,,
1989,80.74,"Chicago, IL",2988260,73590,742,3645,37615,31588
,,,,,,,,
1989,81.72,"Cincinnati, OH",372282,3690,45,351,1866,1428
,,,,,,,,
1989,77.5925,"Cleveland, OH",523906,7965,144,837,2939,4045
,,,,,,,,
1989,80.2725,"Columbus, OH",572341,5986,90,543,2226,3127
,,,,,,,,
1989,94.755,"Dallas, TX",996320,21228,351,1185,10250,9442
,,,,,,,,
1989,70.92,"Aurora, CO",219780,2859,7,120,2354,378
,,,,,,,,
1989,70.92,"Denver, CO",494589,3572,55,325,1925,1267
,,,,,,,,
1989,78.6775,"Detroit, MI",1039599,24956,624,1424,11006,11902
,,,,,,,,
1989,93.645,"Arlington, TX",259796,1550,11,88,899,552
,,,,,,,,
1989,84.3825,"Fresno, CA",315218,4289,42,234,2488,1525
,,,,,,,,
1989,72.7025,"Honolulu, HI",848959,2165,43,269,1044,809
,,,,,,,,
1989,89.0175,"Houston, TX",1713499,19528,459,1152,8097,9820
,,,,,,,,
1989,82.53,"Indianapolis, IN",484056,5859,41,483,3529,1806
,,,,,,,,
1989,91.51,"Jacksonville, FL",654737,9449,165,609,4735,3940
,,,,,,,,
1989,76.4925,"Louisville, KY",,,,,,
,,,,,,,,
1989,89.535,"Memphis, TN",651081,8030,141,781,3327,3781
,,,,,,,,
1989,80.66,"Miami, FL",381206,14093,132,285,6387,7289
,,,,,,,,
1989,73.6825,"Milwaukee, WI",600898,4270,112,461,1282,2415
,,,,,,,,
1989,84.5,"Minneapolis, MN",348384,5367,46,462,2335,2524
,,,,,,,,
1989,83.57,"Nashville, TN",501398,5230,69,478,3075,1608
,,,,,,,,
1989,105.7275,"Newark, NJ",313839,10340,107,376,4547,5310
,,,,,,,,
1989,101.0025,"Oakland, CA",366305,5555,129,442,1760,3224
,,,,,,,,
1989,79.365,"Omaha, NE",355110,2751,23,188,1901,639
,,,,,,,,
1989,93.745,"Orlando, FL",160197,3343,19,176,1959,1189
,,,,,,,,
1989,99.0275,"Philadelphia, PA",1652188,18054,475,784,6562,10233
,,,,,,,,
1989,90.1175,"Mesa, AZ",285883,1400,10,85,1092,213
,,,,,,,,
1989,90.1175,"Phoenix, AZ",941948,8481,126,399,5341,2615
,,,,,,,,
1989,79.895,"Pittsburgh, PA",376412,4579,31,219,1858,2471
,,,,,,,,
1989,58.4225,"Portland, OR",425788,8052,38,415,4932,2667
,,,,,,,,
1989,81.6,"Raleigh, NC",189132,1248,15,102,751,380
,,,,,,,,
1989,89.9325,"Sacramento, CA",347172,3658,44,187,1773,1654
,,,,,,,,
1989,70.65,"Seattle, WA",514398,6878,38,478,3914,2448
,,,,,,,,
1989,93.38,"Tampa, FL",289463,7910,57,175,4541,3137
,,,,,,,,
1989,78.945,"Tucson, AZ",393319,3187,40,235,2226,686
,,,,,,,,
1989,85.7375,"Tulsa, OK",366297,4350,32,307,2595,1416
,,,,,,,,
1989,99.365,"Washington, DC",604000,12936,434,186,5775,6541
,,,,,,,,
1989,86.3925,"Wichita, KS",297391,2302,29,265,1038,970
,,,,,,,,
1990,75.645,"Albuquerque, NM",384736,5121,34,222,3835,1030
,,,,,,,,
1990,91.305,"Atlanta, GA",394017,16097,231,695,9062,6109
,,,,,,,,
1990,72.84,"Austin, TX",465622,3326,46,280,1539,1461
,,,,,,,,
1990,95.445,"Baltimore, MD",736014,17942,305,687,7473,9477
,,,,,,,,
1990,107.365,"Boston, MA",574283,13664,143,539,6960,6022
,,,,,,,,
1990,92.4625,"Buffalo, NY",328123,5275,37,355,2711,2172
,,,,,,,,
1990,88.4175,"Charlotte, NC",395934,9119,93,384,5434,3208
,,,,,,,,
1990,85.09,"Chicago, IL",2783726,82728,851,3607,41114,37156
,,,,,,,,
1990,84.7975,"Cincinnati, OH",364040,4476,49,388,2426,1613
,,,,,,,,
1990,82.29,"Cleveland, OH",505616,9190,168,846,3259,4917
,,,,,,,,
1990,83.255,"Columbus, OH",632910,7022,89,647,2745,3541
,,,,,,,,
1990,94.8725,"Dallas, TX",1006877,24550,447,1344,12194,10565
,,,,,,,,
1990,72.1,"Aurora, CO",222103,3191,8,170,2616,397
,,,,,,,,
1990,72.1,"Denver, CO",467610,4205,67,375,2451,1312
,,,,,,,,
1990,83.675,"Detroit, MI",1027974,27747,582,1657,12498,13010
,,,,,,,,
1990,94.0875,"Arlington, TX",261721,1876,8,139,1143,586
,,,,,,,,
1990,92.5975,"Fresno, CA",354202,4399,66,258,2483,1592
,,,,,,,,
1990,91.165,"Honolulu, HI",836231,2412,34,278,1211,889
,,,,,,,,
1990,92.82,"Houston, TX",1630553,22637,568,1335,7813,12921
,,,,,,,,
1990,85.4025,"Indianapolis, IN",483549,6224,58,541,3983,1642
,,,,,,,,
1990,91.6425,"Jacksonville, FL",636680,11654,176,704,6811,3963
,,,,,,,,
1990,79.6025,"Louisville, KY",,,,,,
,,,,,,,,
1990,89.445,"Memphis, TN",610337,9082,195,831,3904,4152
,,,,,,,,
1990,83.26,"Miami, FL",358548,15607,129,299,7007,8172
,,,,,,,,
1990,78.0675,"Milwaukee, WI",628100,6282,155,495,1486,4146
,,,,,,,,
1990,86.0125,"Minneapolis, MN",368383,4695,55,615,1467,2558
,,,,,,,,
1990,83.5325,"Nashville, TN",499565,6886,67,553,4102,2164
,,,,,,,,
1990,100.69,"Newark, NJ",275221,10684,112,326,4225,6021
,,,,,,,,
1990,109.8475,"Oakland, CA",372242,5845,146,517,1952,3230
,,,,,,,,
1990,82.2325,"Omaha, NE",335795,3140,12,217,2307,604
,,,,,,,,
1990,96.06,"Orlando, FL",164693,4109,30,181,2449,1449
,,,,,,,,
1990,102.005,"Philadelphia, PA",1585577,21387,503,734,7344,12806
,,,,,,,,
1990,87.77,"Mesa, AZ",288091,1724,9,95,1345,275
,,,,,,,,
1990,87.77,"Phoenix, AZ",983403,10665,128,512,6642,3383
,,,,,,,,
1990,84.5375,"Pittsburgh, PA",369879,5017,35,302,2361,2319
,,,,,,,,
1990,67.33,"Portland, OR",437319,7836,33,424,4838,2541
,,,,,,,,
1990,82.94,"Raleigh, NC",207951,1179,24,96,671,388
,,,,,,,,
1990,109.79,"Sacramento, CA",369365,3978,43,211,1934,1790
,,,,,,,,
1990,89.79,"Seattle, WA",516259,7780,53,481,4551,2695
,,,,,,,,
1990,94.2175,"Tampa, FL",280015,9314,62,366,5723,3163
,,,,,,,,
1990,79.3975,"Tucson, AZ",405390,3680,30,290,2458,902
,,,,,,,,
1990,85.9325,"Tulsa, OK",367302,4898,57,382,2920,1539
,,,,,,,,
1990,101.5425,"Washington, DC",606900,14919,472,303,6779,7365
,,,,,,,,
1990,87.16,"Wichita, KS",304011,2189,18,321,771,1079
,,,,,,,,
1991,89.06375,"Albuquerque, NM",393148,5591,51,261,3972,1307
,,,,,,,,
1991,98.150625,"Atlanta, GA",403085,16327,205,676,8967,6479
,,,,,,,,
1991,93.57083333,"Austin, TX",475558,2968,49,276,1088,1555
,,,,,,,,
1991,99.94916667,"Baltimore, MD",748099,19032,304,701,7257,10770
,,,,,,,,
1991,99.46166667,"Boston, MA",572454,11829,113,486,6446,4784
,,,,,,,,
1991,98.5175,"Buffalo, NY",329353,6042,50,319,2968,2705
,,,,,,,,
1991,97.29416667,"Charlotte, NC",402618,8760,114,407,5340,2899
,,,,,,,,
1991,98.218125,"Chicago, IL",2811478,90520,925,3575,42237,43783
,,,,,,,,
1991,96.90666667,"Cincinnati, OH",367123,5794,54,478,2947,2315
,,,,,,,,
1991,97.13333333,"Cleveland, OH",509898,9341,175,913,3121,5132
,,,,,,,,
1991,96.35166667,"Columbus, OH",638533,7221,138,650,2686,3747
,,,,,,,,
1991,98.66333333,"Dallas, TX",1028362,26411,500,1208,13449,11254
,,,,,,,,
1991,92.57166667,"Aurora, CO",227670,3746,11,184,2987,564
,,,,,,,,
1991,92.57166667,"Denver, CO",479468,5034,88,427,2884,1635
,,,,,,,,
1991,96.8575,"Detroit, MI",1036246,28262,615,1427,12651,13569
,,,,,,,,
1991,98.2775,"Arlington, TX",267306,2108,26,166,1216,700
,,,,,,,,
1991,101.355,"Fresno, CA",361580,4608,52,282,2092,2182
,,,,,,,,
1991,99.37625,"Honolulu, HI",856432,2058,29,275,894,860
,,,,,,,,
1991,99.08666667,"Houston, TX",1665756,26651,608,1213,10947,13883
,,,,,,,,
1991,96.60166667,"Indianapolis, IN",489392,7072,95,561,4415,2001
,,,,,,,,
1991,98.36666667,"Jacksonville, FL",653515,10645,119,716,5964,3846
,,,,,,,,
1991,91.57375,"Louisville, KY",,,,,,
,,,,,,,,
1991,95.705,"Memphis, TN",619981,8818,169,653,3492,4504
,,,,,,,,
1991,96.99375,"Miami, FL",367945,15420,125,236,6582,8477
,,,,,,,,
