Year,index_nsa,"City, State",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies
1999,125.89375,"Albuquerque, NM",420169,5255,48,220,3320,1667
,,,,,,,,
1999,137.24,"Atlanta, GA",411291,11226,143,321,6690,4072
,,,,,,,,
1999,151.3608333,"Austin, TX",560389,2790,21,193,1574,1002
,,,,,,,,
1999,112.98,"Baltimore, MD",650588,18677,305,374,10536,7462
,,,,,,,,
1999,136.9433333,"Boston, MA",557812,7263,31,337,4428,2467
,,,,,,,,
1999,105.43,"Buffalo, NY",301069,3243,32,176,1562,1473
,,,,,,,,
1999,135.0158333,"Charlotte, NC",604931,8138,84,262,5275,2517
,,,,,,,,
1999,130.868125,"Chicago, IL",2821032,51347,641,2469,28027,20210
,,,,,,,,
1999,133.3958333,"Cincinnati, OH",337815,2491,28,249,1005,1209
,,,,,,,,
1999,136.3325,"Cleveland, OH",497903,6051,78,506,2429,3038
,,,,,,,,
1999,134.925,"Columbus, OH",673401,5755,71,638,2020,3026
,,,,,,,,
1999,126.2283333,"Dallas, TX",1091386,15435,191,663,8224,6357
,,,,,,,,
1999,175.6458333,"Aurora, CO",255938,1454,11,182,806,455
,,,,,,,,
1999,175.6458333,"Denver, CO",509624,2909,63,249,1559,1038
,,,,,,,,
1999,163.3183333,"Detroit, MI",975020,21976,415,790,12948,7823
,,,,,,,,
1999,124.3383333,"Arlington, TX",310910,1951,11,109,1285,546
,,,,,,,,
1999,102.65625,"Fresno, CA",403966,4008,26,160,2554,1268
,,,,,,,,
1999,83.9775,"Honolulu, HI",866566,2198,37,235,1019,907
,,,,,,,,
1999,127.48,"Houston, TX",1812277,21517,241,748,12178,8350
,,,,,,,,
1999,128.6341667,"Indianapolis, IN",759066,7714,113,424,4579,2598
,,,,,,,,
1999,131.1525,"Jacksonville, FL",702462,7265,83,459,5020,1703
,,,,,,,,
1999,136.4575,"Louisville, KY",,,,,,
,,,,,,,,
1999,130.90375,"Memphis, TN",609851,8602,118,688,4081,3715
,,,,,,,,
1999,132.525625,"Miami, FL",373450,7861,63,113,4609,3076
,,,,,,,,
1999,139.2141667,"Milwaukee, WI",580899,6061,124,272,2531,3134
,,,,,,,,
1999,144.2725,"Minneapolis, MN",355949,4943,47,451,2349,2096
,,,,,,,,
1999,142.4525,"Nashville, TN",522935,8405,68,460,5917,1960
,,,,,,,,
1999,121.5941667,"Newark, NJ",268348,4867,69,103,2263,2432
,,,,,,,,
1999,123.43875,"Oakland, CA",371234,5754,60,305,3199,2190
,,,,,,,,
1999,141.8925,"Omaha, NE",372364,4613,34,174,3445,960
,,,,,,,,
1999,118.8175,"Orlando, FL",183547,3922,19,169,2638,1096
,,,,,,,,
1999,106.77,"Philadelphia, PA",1435382,23031,292,934,10701,11104
,,,,,,,,
1999,143.955625,"Mesa, AZ",368537,2132,9,134,1619,370
,,,,,,,,
1999,143.955625,"Phoenix, AZ",1225881,10199,214,400,5766,3819
,,,,,,,,
1999,123.0908333,"Pittsburgh, PA",347072,3046,49,138,1278,1581
,,,,,,,,
1999,168.715,"Portland, OR",508984,6294,35,340,4501,1418
,,,,,,,,
1999,131.96125,"Raleigh, NC",263008,2031,16,92,1184,739
,,,,,,,,
1999,102.0075,"Sacramento, CA",410089,3084,54,143,1437,1450
,,,,,,,,
1999,145.4383333,"Seattle, WA",542954,4166,45,188,2291,1642
,,,,,,,,
1999,125.62125,"Tampa, FL",292941,6603,31,233,4018,2321
,,,,,,,,
1999,131.09875,"Tucson, AZ",471286,4307,36,245,2745,1281
,,,,,,,,
1999,130.33375,"Tulsa, OK",382673,4447,41,235,3284,887
,,,,,,,,
1999,109.3475,"Washington, DC",519000,8448,241,248,4615,3344
,,,,,,,,
1999,129.2725,"Wichita, KS",332286,1927,27,169,1031,700
,,,,,,,,
2000,126.175,"Albuquerque, NM",448607,5136,33,239,3317,1547
,,,,,,,,
2000,147.335,"Atlanta, GA",416474,11583,134,278,6849,4322
,,,,,,,,
2000,173.1125,"Austin, TX",656562,3098,32,379,1682,1005
,,,,,,,,
2000,119.0125,"Baltimore, MD",651154,16003,261,366,8763,6613
,,,,,,,,
2000,158.1566667,"Boston, MA",589141,7322,39,325,4507,2451
,,,,,,,,
2000,107.41125,"Buffalo, NY",292648,3657,39,176,1887,1555
,,,,,,,,
2000,140.53,"Charlotte, NC",625810,7516,75,308,4482,2651
,,,,,,,,
2000,141.324375,"Chicago, IL",2896016,48522,631,2001,26545,19345
,,,,,,,,
2000,139.7491667,"Cincinnati, OH",331285,2783,22,284,1073,1404
,,,,,,,,
2000,141.495,"Cleveland, OH",478403,6041,71,615,2271,3084
,,,,,,,,
2000,140.8841667,"Columbus, OH",711470,5998,67,578,2255,3098
,,,,,,,,
2000,135.395,"Dallas, TX",1188580,16042,231,633,8132,7046
,,,,,,,,
2000,200.5266667,"Aurora, CO",276393,1513,22,165,853,473
,,,,,,,,
2000,200.5266667,"Denver, CO",554636,2885,32,296,1518,1039
,,,,,,,,
2000,176.4508333,"Detroit, MI",951270,22112,396,811,13037,7868
,,,,,,,,
2000,131.9733333,"Arlington, TX",332969,2157,14,96,1452,595
,,,,,,,,
2000,107.80625,"Fresno, CA",427652,3843,24,161,2354,1304
,,,,,,,,
2000,86.70875,"Honolulu, HI",876303,2302,20,240,1058,984
,,,,,,,,
2000,137.22,"Houston, TX",1953631,21491,230,813,12192,8256
,,,,,,,,
2000,133.1391667,"Indianapolis, IN",793778,6843,96,443,3753,2551
,,,,,,,,
2000,140.2641667,"Jacksonville, FL",735617,8207,79,443,5663,2022
,,,,,,,,
2000,142.77,"Louisville, KY",,,,,,
,,,,,,,,
2000,134.0275,"Memphis, TN",650100,9616,147,574,4808,4087
,,,,,,,,
2000,142.225625,"Miami, FL",362470,7877,66,118,4616,3077
,,,,,,,,
2000,148.3208333,"Milwaukee, WI",596974,5711,122,303,2265,3021
,,,,,,,,
2000,162.7825,"Minneapolis, MN",382618,4404,50,422,1984,1948
,,,,,,,,
2000,147.2566667,"Nashville, TN",553168,8978,72,406,6250,2250
,,,,,,,,
2000,134.7116667,"Newark, NJ",273546,4092,58,95,2016,1923
,,,,,,,,
2000,150.72875,"Oakland, CA",399484,5038,80,320,2709,1929
,,,,,,,,
2000,147.3225,"Omaha, NE",390007,3164,37,189,2063,875
,,,,,,,,
2000,127.2,"Orlando, FL",185951,3926,21,141,2720,1044
,,,,,,,,
2000,112.1216667,"Philadelphia, PA",1517550,22812,319,1021,11047,10425
,,,,,,,,
2000,153.829375,"Mesa, AZ",396375,2393,15,120,1825,433
,,,,,,,,
2000,153.829375,"Phoenix, AZ",1321045,9754,152,422,5417,3763
,,,,,,,,
2000,128.6391667,"Pittsburgh, PA",341247,3267,37,128,1517,1585
,,,,,,,,
2000,173.7808333,"Portland, OR",529121,5698,19,369,3864,1446
,,,,,,,,
2000,136.24125,"Raleigh, NC",276093,2049,26,89,1165,769
,,,,,,,,
2000,115.2133333,"Sacramento, CA",407018,3117,39,147,1519,1412
,,,,,,,,
2000,157.0966667,"Seattle, WA",563374,4333,36,181,2463,1653
,,,,,,,,
2000,136.32,"Tampa, FL",303447,6381,38,235,3925,2183
,,,,,,,,
2000,137.52875,"Tucson, AZ",486699,4542,60,355,2683,1444
,,,,,,,,
2000,137.05375,"Tulsa, OK",393049,4411,33,242,3399,737
,,,,,,,,
2000,119.3683333,"Washington, DC",572059,8622,239,251,4579,3553
,,,,,,,,
2000,132.90375,"Wichita, KS",344284,2081,31,176,1279,595
,,,,,,,,
2001,130.36,"Albuquerque, NM",451098,5259,34,219,3396,1610
,,,,,,,,
2001,156.66125,"Atlanta, GA",426511,10807,143,367,5956,4341
,,,,,,,,
2001,186.9908333,"Austin, TX",671462,3181,26,274,1698,1183
,,,,,,,,
2001,127.7366667,"Baltimore, MD",660826,14799,256,296,8500,5747
,,,,,,,,
2001,180.5166667,"Boston, MA",591944,7361,65,361,4412,2523
,,,,,,,,
2001,112.41875,"Buffalo, NY",293187,3709,64,229,1816,1600
,,,,,,,,
2001,145.1475,"Charlotte, NC",636459,7775,66,293,4420,2996
,,,,,,,,
2001,152.71,"Chicago, IL",2910709,46608,666,1976,25533,18433
,,,,,,,,
2001,145.38,"Cincinnati, OH",331880,4007,56,323,1533,2095
,,,,,,,,
2001,146.8058333,"Cleveland, OH",479263,6424,77,624,2425,3298
,,,,,,,,
2001,146.7416667,"Columbus, OH",712748,6396,81,602,2349,3364
,,,,,,,,
2001,143.955,"Dallas, TX",1215553,17776,240,660,8546,8330
,,,,,,,,
2001,221.5458333,"Aurora, CO",283876,1611,17,195,927,472
,,,,,,,,
2001,221.5458333,"Denver, CO",569653,3074,45,317,1462,1250
,,,,,,,,
2001,186.2925,"Detroit, MI",956283,20947,395,652,12804,7096
,,,,,,,,
2001,139.1391667,"Arlington, TX",340525,2129,15,145,1282,687
,,,,,,,,
2001,117.4725,"Fresno, CA",435600,4096,40,202,2492,1362
,,,,,,,,
2001,93.03375,"Honolulu, HI",885605,2453,20,293,1141,999
,,,,,,,,
2001,145.64,"Houston, TX",1997965,23419,267,945,12286,9921
,,,,,,,,
2001,137.725,"Indianapolis, IN",798251,7428,112,442,4087,2787
,,,,,,,,
2001,151.8741667,"Jacksonville, FL",754679,7388,75,287,4831,2195
,,,,,,,,
2001,149.2175,"Louisville, KY",,,,,,
,,,,,,,,
2001,138.21375,"Memphis, TN",655898,10906,159,489,5915,4343
,,,,,,,,
2001,158.623125,"Miami, FL",371863,7210,66,118,4307,2719
,,,,,,,,
2001,157.7408333,"Milwaukee, WI",601229,5463,127,295,2128,2913
,,,,,,,,
2001,182.8633333,"Minneapolis, MN",386726,4101,43,399,1716,1943
,,,,,,,,
2001,152.0816667,"Nashville, TN",555059,9059,61,413,6081,2504
,,,,,,,,
2001,149.0766667,"Newark, NJ",275823,3837,90,91,1819,1837
,,,,,,,,
2001,174.164375,"Oakland, CA",406908,5330,84,295,2826,2125
,,,,,,,,
2001,152.68375,"Omaha, NE",390456,2708,25,157,1658,868
,,,,,,,,
2001,137.1691667,"Orlando, FL",190769,3685,15,135,2449,1086
,,,,,,,,
2001,122.3725,"Philadelphia, PA",1518302,21404,309,1014,10477,9604
,,,,,,,,
2001,163.141875,"Mesa, AZ",410026,2516,17,106,1941,452
,,,,,,,,
2001,163.141875,"Phoenix, AZ",1366542,10532,209,400,5294,4629
,,,,,,,,
2001,135.605,"Pittsburgh, PA",341414,2964,55,134,1391,1384
,,,,,,,,
2001,181.925,"Portland, OR",537081,4556,21,305,2963,1267
,,,,,,,,
2001,140.995,"Raleigh, NC",280791,2187,10,91,1282,804
,,,,,,,,
2001,134.6266667,"Sacramento, CA",414582,3309,40,169,1660,1440
,,,,,,,,
2001,166.8658333,"Seattle, WA",572345,4150,25,164,2367,1594
,,,,,,,,
2001,149.504375,"Tampa, FL",311310,6616,34,212,4011,2359
,,,,,,,,
2001,146.76125,"Tucson, AZ",503461,4823,42,321,2762,1698
,,,,,,,,
2001,143.80875,"Tulsa, OK",394125,4547,34,256,3481,776
,,,,,,,,
2001,134.9383333,"Washington, DC",571822,9192,231,181,5003,3777
,,,,,,,,
2001,137.96375,"Wichita, KS",345081,2443,17,183,1501,742
,,,,,,,,
2002,134.825,"Albuquerque, NM",457488,4889,51,293,3250,1295
,,,,,,,,
2002,163.46375,"Atlanta, GA",435494,9969,152,276,5373,4168
,,,,,,,,
2002,188.2225,"Austin, TX",685784,3203,25,256,1748,1174
,,,,,,,,
2002,141.6333333,"Baltimore, MD",671028,13789,253,178,8644,4714
,,,,,,,,
2002,205.9333333,"Boston, MA",596444,6956,60,369,3994,2533
,,,,,,,,
2002,117.23625,"Buffalo, NY",295441,3757,43,185,1902,1627
,,,,,,,,
2002,147.9583333,"Charlotte, NC",646864,7583,67,289,4334,2893
,,,,,,,,
2002,164.929375,"Chicago, IL",2938299,45985,648,1963,24842,18532
,,,,,,,,
2002,150.7758333,"Cincinnati, OH",333273,4250,70,350,1437,2393
,,,,,,,,
2002,151.2391667,"Cleveland, OH",481274,6364,80,619,2402,3263
,,,,,,,,
2002,152.1658333,"Columbus, OH",715739,6499,81,673,2242,3503
,,,,,,,,
2002,149.0433333,"Dallas, TX",1241481,17018,196,656,8125,8041
,,,,,,,,
2002,230.7441667,"Aurora, CO",289584,1827,16,242,1023,546
,,,,,,,,
2002,230.7441667,"Denver, CO",581105,3104,51,321,1541,1191
,,,,,,,,
2002,192.0775,"Detroit, MI",961987,19940,402,708,12542,6288
,,,,,,,,
2002,144.5275,"Arlington, TX",347789,2202,14,152,1242,794
,,,,,,,,
2002,134.7475,"Fresno, CA",443363,3780,42,158,2101,1479
,,,,,,,,
2002,101.525,"Honolulu, HI",900433,2601,18,304,1207,1072
,,,,,,,,
2002,151.8508333,"Houston, TX",2040583,24958,256,892,12598,11212
,,,,,,,,
2002,141.5491667,"Indianapolis, IN",804034,7518,112,441,4028,2937
,,,,,,,,
2002,163.4866667,"Jacksonville, FL",769253,7043,90,277,4660,2016
,,,,,,,,
2002,154.70625,"Louisville, KY",,,,,,
,,,,,,,,
2002,141.14375,"Memphis, TN",662441,10416,149,517,5506,4244
,,,,,,,,
2002,181.660625,"Miami, FL",379044,7228,65,96,4361,2706
,,,,,,,,
2002,168.2791667,"Milwaukee, WI",605600,5782,111,326,2148,3197
,,,,,,,,
2002,201.0175,"Minneapolis, MN",390415,4123,47,362,1920,1794
,,,,,,,,
2002,156.1583333,"Nashville, TN",560596,8684,63,403,6138,2080
,,,,,,,,
2002,169.0891667,"Newark, NJ",279269,3193,65,88,1473,1567
,,,,,,,,
2002,191.53625,"Oakland, CA",414161,5661,108,249,2852,2452
,,,,,,,,
2002,158.24,"Omaha, NE",394090,2829,26,173,1632,998
,,,,,,,,
2002,147.6291667,"Orlando, FL",194454,3619,15,121,2449,1034
,,,,,,,,
2002,135.6625,"Philadelphia, PA",1524226,20057,288,1035,9865,8869
,,,,,,,,
2002,171.595,"Mesa, AZ",421547,2887,22,129,2146,590
,,,,,,,,
2002,171.595,"Phoenix, AZ",1404938,10223,177,410,5561,4075
,,,,,,,,
2002,142.2125,"Pittsburgh, PA",342529,3794,47,148,1983,1616
,,,,,,,,
2002,190.8875,"Portland, OR",544604,4512,20,354,2844,1294
,,,,,,,,
2002,143.86625,"Raleigh, NC",285383,1966,19,106,1144,697
,,,,,,,,
2002,153.3158333,"Sacramento, CA",421971,3547,47,185,1581,1734
,,,,,,,,
2002,174.8083333,"Seattle, WA",580089,4092,26,152,2338,1576
,,,,,,,,
2002,163.686875,"Tampa, FL",317322,6289,37,204,3714,2334
,,,,,,,,
2002,155.75,"Tucson, AZ",517607,4709,47,338,2974,1350
,,,,,,,,
2002,149.00125,"Tulsa, OK",397953,4323,26,243,3153,901
,,,,,,,,
2002,153.0166667,"Washington, DC",570898,9109,262,262,4854,3731
,,,,,,,,
2002,142.66375,"Wichita, KS",347801,2368,20,208,1344,796
,,,,,,,,
2003,141.03375,"Albuquerque, NM",468764,4439,51,263,3045,1080
,,,,,,,,
2003,169.050625,"Atlanta, GA",431043,8490,148,281,4360,3701
,,,,,,,,
2003,186.9066667,"Austin, TX",682319,3153,27,226,1649,1251
,,,,,,,,
2003,159.9766667,"Baltimore, MD",644554,11183,270,204,6370,4339
,,,,,,,,
2003,230.37,"Boston, MA",589795,7173,39,262,4113,2759
,,,,,,,,
2003,123.12125,"Buffalo, NY",288187,3924,65,206,1999,1654
,,,,,,,,
2003,151.3025,"Charlotte, NC",668003,7194,66,306,4134,2688
,,,,,,,,
2003,178.489375,"Chicago, IL",2898374,39483,598,1799,19784,17302
,,,,,,,,
2003,156.2966667,"Cincinnati, OH",324297,3656,72,319,1081,2184
,,,,,,,,
2003,156.1483333,"Cleveland, OH",468446,6200,73,646,2314,3167
,,,,,,,,
2003,157.6166667,"Columbus, OH",726151,6215,109,615,2159,3332
,,,,,,,,
2003,151.6233333,"Dallas, TX",1230302,16865,226,601,8075,7963
,,,,,,,,
2003,234.4408333,"Aurora, CO",288830,1700,18,227,883,572
,,,,,,,,
2003,234.4408333,"Denver, CO",565905,3531,63,304,1743,1421
,,,,,,,,
2003,195.8441667,"Detroit, MI",927766,18724,366,814,11727,5817
,,,,,,,,
2003,148.1033333,"Arlington, TX",355385,1863,9,167,1089,598
,,,,,,,,
2003,162.60625,"Fresno, CA",449898,3505,37,164,2089,1215
,,,,,,,,
2003,113.505,"Honolulu, HI",905301,2606,15,266,1336,989
,,,,,,,,
2003,157.1158333,"Houston, TX",2041081,23988,278,768,11957,10985
,,,,,,,,
2003,144.08,"Indianapolis, IN",800167,7067,105,420,3714,2828
,,,,,,,,
2003,178.6375,"Jacksonville, FL",776417,6729,92,213,4080,2344
,,,,,,,,
2003,160.755,"Louisville, KY",623771,3323,50,145,1673,1455
,,,,,,,,
2003,145.235,"Memphis, TN",653858,10312,126,449,5438,4299
,,,,,,,,
2003,210.828125,"Miami, FL",381651,7157,74,107,4048,2928
,,,,,,,,
2003,180.9341667,"Milwaukee, WI",594269,5290,110,246,2066,2868
,,,,,,,,
2003,218.6608333,"Minneapolis, MN",378602,4517,46,384,1895,2192
,,,,,,,,
2003,161.4741667,"Nashville, TN",554888,8332,72,335,5728,2197
,,,,,,,,
2003,189.09,"Newark, NJ",278551,2731,81,85,1261,1304
,,,,,,,,
2003,210.396875,"Oakland, CA",407003,5613,109,268,2762,2474
,,,,,,,,
2003,164.285,"Omaha, NE",401692,2627,35,179,1517,896
,,,,,,,,
2003,159.8591667,"Orlando, FL",197268,3322,21,136,2316,849
,,,,,,,,
2003,151.51,"Philadelphia, PA",1495903,20620,348,1004,9651,9617
,,,,,,,,
2003,182.844375,"Mesa, AZ",436569,2346,14,116,1785,431
,,,,,,,,
2003,182.844375,"Phoenix, AZ",1403228,9722,241,526,5279,3676
,,,,,,,,
2003,149.4208333,"Pittsburgh, PA",335302,3559,67,136,1721,1635
,,,,,,,,
2003,201.7416667,"Portland, OR",545271,4436,27,310,2732,1367
,,,,,,,,
2003,146.53625,"Raleigh, NC",310157,2004,14,81,1161,748
,,,,,,,,
2003,177.1066667,"Sacramento, CA",439811,3420,43,187,1560,1630
,,,,,,,,
2003,184.2308333,"Seattle, WA",576296,3944,32,174,2229,1509
,,,,,,,,
2003,180.6,"Tampa, FL",320908,5733,41,222,3701,1769
,,,,,,,,
2003,168.17375,"Tucson, AZ",514618,4709,47,330,2854,1478
,,,,,,,,
2003,152.1275,"Tulsa, OK",393907,4304,61,272,3080,891
,,,,,,,,
2003,173.3716667,"Washington, DC",563384,8839,248,273,4482,3836
,,,,,,,,
2003,146.56375,"Wichita, KS",356123,2229,18,220,1435,556
,,,,,,,,
2004,151.6075,"Albuquerque, NM",479074,4720,41,235,3206,1238
,,,,,,,,
2004,174.5325,"Atlanta, GA",430066,7921,111,267,4427,3116
,,,,,,,,
2004,188.0616667,"Austin, TX",683298,3588,26,303,1853,1406
,,,,,,,,
2004,188.0708333,"Baltimore, MD",634279,11667,276,182,7159,4050
,,,,,,,,
2004,254.7816667,"Boston, MA",580087,6917,61,269,4159,2428
,,,,,,,,
2004,129.9975,"Buffalo, NY",285567,3804,51,212,2056,1485
,,,,,,,,
2004,155.5258333,"Charlotte, NC",661883,7275,59,312,4118,2786
,,,,,,,,
2004,194.236875,"Chicago, IL",2882746,36863,448,1757,18746,15912
,,,,,,,,
2004,161.03,"Cincinnati, OH",318005,3668,64,318,877,2409
,,,,,,,,
2004,160.805,"Cleveland, OH",462260,6007,79,536,2098,3294
,,,,,,,,
2004,162.9391667,"Columbus, OH",729911,5939,78,598,1905,3358
,,,,,,,,
2004,154.1858333,"Dallas, TX",1228613,16165,248,588,7863,7466
,,,,,,,,
2004,240.93,"Aurora, CO",293655,1739,13,193,979,554
,,,,,,,,
2004,240.93,"Denver, CO",563688,4490,87,243,2718,1442
,,,,,,,,
2004,196.6458333,"Detroit, MI",914353,15913,385,719,9358,5451
,,,,,,,,
2004,150.6683333,"Arlington, TX",360970,1893,14,200,1017,662
,,,,,,,,
2004,202.99875,"Fresno, CA",456663,3496,53,181,2030,1232
,,,,,,,,
2004,137.99625,"Honolulu, HI",906589,2507,26,222,1441,818
,,,,,,,,
2004,162.3858333,"Houston, TX",2043446,23427,272,908,12065,10182
,,,,,,,,
2004,147.1758333,"Indianapolis, IN",800589,7067,109,479,3716,2763
,,,,,,,,
2004,201.3158333,"Jacksonville, FL",790972,6533,104,209,3997,2223
,,,,,,,,
2004,167.7675,"Louisville, KY",624697,3280,66,216,1522,1476
,,,,,,,,
2004,149.88875,"Memphis, TN",652526,10093,107,448,5765,3773
,,,,,,,,
2004,251.888125,"Miami, FL",385186,6461,69,102,3923,2367
,,,,,,,,
2004,195.5133333,"Milwaukee, WI",590874,4637,87,176,1823,2551
,,,,,,,,
2004,236.38,"Minneapolis, MN",376255,4726,53,389,2036,2248
,,,,,,,,
2004,169.8008333,"Nashville, TN",555134,8615,59,395,6036,2125
,,,,,,,,
2004,213.4608333,"Newark, NJ",279857,2867,84,73,1365,1345
,,,,,,,,
2004,247.351875,"Oakland, CA",403445,5151,83,262,2616,2190
,,,,,,,,
2004,171.84875,"Omaha, NE",406109,2608,20,187,1577,824
,,,,,,,,
2004,183.0208333,"Orlando, FL",203764,3562,17,174,2409,962
,,,,,,,,
2004,174.5891667,"Philadelphia, PA",1484224,20902,330,1001,9814,9757
,,,,,,,,
2004,206.80125,"Mesa, AZ",445006,2500,22,124,1933,421
,,,,,,,,
2004,206.80125,"Phoenix, AZ",1428973,9465,202,490,5050,3723
,,,,,,,,
2004,155.54,"Pittsburgh, PA",334231,3739,46,99,1992,1602
,,,,,,,,
2004,220.9383333,"Portland, OR",543838,4034,29,313,2405,1287
,,,,,,,,
2004,151.37,"Raleigh, NC",321850,1867,16,99,1091,661
,,,,,,,,
2004,217.1633333,"Sacramento, CA",450472,4730,50,195,2571,1914
,,,,,,,,
2004,202.4166667,"Seattle, WA",575816,3798,24,145,2041,1588
,,,,,,,,
2004,208.93375,"Tampa, FL",324704,5178,30,181,3554,1413
,,,,,,,,
2004,189.37625,"Tucson, AZ",522487,4873,55,387,2879,1552
,,,,,,,,
2004,155.69625,"Tulsa, OK",389135,4688,48,299,3306,1035
,,,,,,,,
2004,209.2208333,"Washington, DC",553523,7336,198,218,3863,3057
,,,,,,,,
2004,151.1025,"Wichita, KS",356179,2887,29,241,1990,627
,,,,,,,,
2005,171.87,"Albuquerque, NM",490631,4670,53,285,3182,1150
,,,,,,,,
2005,183.1475,"Atlanta, GA",430666,7213,90,223,4039,2861
,,,,,,,,
2005,198.5441667,"Austin, TX",693019,3393,26,312,1873,1182
,,,,,,,,
2005,225.5125,"Baltimore, MD",641097,11248,269,162,6907,3910
,,,,,,,,
2005,272.9066667,"Boston, MA",567589,7479,73,268,4489,2649
,,,,,,,,
2005,136.8825,"Buffalo, NY",283269,3938,56,184,2031,1667
,,,,,,,,
2005,163.2125,"Charlotte, NC",677122,7933,85,323,3876,3649
,,,,,,,,
2005,212.995625,"Chicago, IL",2873441,36050,448,1695,17943,15964
,,,,,,,,
2005,166.7958333,"Cincinnati, OH",314292,3738,79,329,1010,2320
,,,,,,,,
2005,164.8991667,"Cleveland, OH",458885,6430,110,488,2088,3744
,,,,,,,,
2005,168.335,"Columbus, OH",730329,6203,103,557,1733,3810
,,,,,,,,
2005,158.9,"Dallas, TX",1230303,15429,202,562,7783,6882
,,,,,,,,
2005,248.7933333,"Aurora, CO",295888,1835,28,223,940,644
,,,,,,,,
2005,248.7933333,"Denver, CO",564552,4446,59,316,2642,1429
,,,,,,,,
2005,196.15,"Detroit, MI",900932,21274,373,590,13485,6826
,,,,,,,,
2005,155.0916667,"Arlington, TX",365380,2369,24,178,1399,768
,,,,,,,,
2005,253.42875,"Fresno, CA",460758,3897,49,149,2424,1275
,,,,,,,,
2005,170.04625,"Honolulu, HI",908521,2570,15,234,1480,841
,,,,,,,,
2005,169.0383333,"Houston, TX",2045732,23987,334,872,11653,11128
,,,,,,,,
2005,150.965,"Indianapolis, IN",800304,7948,108,527,4039,3274
,,,,,,,,
2005,237.9958333,"Jacksonville, FL",795259,6600,91,189,4067,2253
,,,,,,,,
2005,175.16625,"Louisville, KY",623735,3896,55,209,1810,1822
,,,,,,,,
2005,156.3475,"Memphis, TN",678988,12637,138,401,7632,4466
,,,,,,,,
2005,315.8825,"Miami, FL",388295,6134,54,62,3999,2019
,,,,,,,,
2005,211.7216667,"Milwaukee, WI",586500,6027,121,158,2811,2937
,,,,,,,,
2005,252.5491667,"Minneapolis, MN",376277,5472,47,402,2439,2584
,,,,,,,,
2005,182.6733333,"Nashville, TN",557034,8982,95,344,6103,2440
,,,,,,,,
2005,243.1816667,"Newark, NJ",281063,2821,97,83,1391,1250
,,,,,,,,
2005,298.49625,"Oakland, CA",400619,5692,93,306,2621,2672
,,,,,,,,
2005,178.3175,"Omaha, NE",412128,2327,31,199,1415,682
,,,,,,,,
2005,235.0116667,"Orlando, FL",210290,3801,22,165,2410,1204
,,,,,,,,
2005,203.1333333,"Philadelphia, PA",1472915,21609,377,1024,10139,10069
,,,,,,,,
2005,277.990625,"Mesa, AZ",452340,2280,29,194,1597,460
,,,,,,,,
2005,277.990625,"Phoenix, AZ",1466296,10691,220,533,5701,4237
,,,,,,,,
2005,160.3933333,"Pittsburgh, PA",330780,3385,63,117,1588,1617
,,,,,,,,
2005,258.3475,"Portland, OR",540389,3858,20,325,2376,1137
,,,,,,,,
2005,158.9025,"Raleigh, NC",332084,2050,19,88,1181,762
,,,,,,,,
2005,262.9116667,"Sacramento, CA",457347,5265,52,170,3025,2018
,,,,,,,,
2005,233.7508333,"Seattle, WA",579215,4109,25,138,2339,1607
,,,,,,,,
2005,260.083125,"Tampa, FL",329035,4707,20,210,3317,1160
,,,,,,,,
2005,234.7525,"Tucson, AZ",529447,5048,55,378,2930,1685
,,,,,,,,
2005,160.925,"Tulsa, OK",386414,4995,58,303,3538,1096
,,,,,,,,
2005,259.7141667,"Washington, DC",550521,7716,195,165,3854,3502
,,,,,,,,
2005,155.8375,"Wichita, KS",355011,2644,12,186,1950,496
,,,,,,,,
2006,198.37125,"Albuquerque, NM",500955,4550,34,286,3059,1171
,,,,,,,,
2006,188.663125,"Atlanta, GA",485804,7548,110,171,4308,2959
,,,,,,,,
2006,214.6941667,"Austin, TX",709813,3658,20,319,1961,1358
,,,,,,,,
2006,251.1741667,"Baltimore, MD",637556,10816,276,138,6173,4229
,,,,,,,,
2006,270.2025,"Boston, MA",562393,7533,75,275,4485,2698
,,,,,,,,
2006,141.14625,"Buffalo, NY",280494,3957,74,174,2001,1708
,,,,,,,,
2006,175.325,"Charlotte, NC",699398,7532,83,346,3896,3207
,,,,,,,,
2006,226.356875,"Chicago, IL",2857796,35363,468,1587,17445,15863
,,,,,,,,
2006,169.5825,"Cincinnati, OH",309104,3777,90,296,1050,2341
,,,,,,,,
2006,163.0491667,"Cleveland, OH",452759,7030,77,455,2201,4297
,,,,,,,,
2006,169.825,"Columbus, OH",731547,5952,85,598,1615,3654
,,,,,,,,
2006,164.1625,"Dallas, TX",1248223,15058,187,665,7292,6914
,,,,,,,,
2006,251.505,"Aurora, CO",302855,1857,18,217,1022,600
,,,,,,,,
2006,251.505,"Denver, CO",568465,4324,51,342,2651,1280
,,,,,,,,
2006,187.5766667,"Detroit, MI",884462,21391,421,592,13143,7235
,,,,,,,,
2006,160.7383333,"Arlington, TX",373086,2728,14,192,1632,890
,,,,,,,,
2006,276.89,"Fresno, CA",465269,3524,52,133,2057,1282
,,,,,,,,
2006,189.84875,"Honolulu, HI",912693,2745,17,229,1543,956
,,,,,,,,
2006,178.6033333,"Houston, TX",2073729,24250,377,854,11648,11371
,,,,,,,,
